"idformula","idherbsmed","ref"
"F00608","K00127","漢方方意ノート：千葉古方漢方研究会著，平成5.8.31（丸善）"
"F00602","K00127","臨床応用漢方処方解説：矢数道明著，昭和41.5.5，初版（創元社）"
"F00603","K00127","経験漢方処方分量集：大塚敬節・矢数道明監修（医道の日本社）"
"F00604","K00127","漢方診療医典：大塚敬節・矢数道明・清水藤太郎共著，昭和44.1.15，第1版（南山堂）"
"F00609","K00128","漢方処方応用の実際：山田光胤著，昭和47.3.1，第3版（南山堂）"
"F00610","K00128","続漢方あれこれ：大阪読売新聞社編（浪速社）；漢方診療医典：大塚敬節・矢数道明・清水藤太郎共著，昭和44.1.15，第1版（南山堂）"
"F00611","K00128","現代漢方入門：毎日新聞社編，昭和46.12.5（毎日新聞社）"
"F00612","K00128","経験漢方処方分量集：大塚敬節・矢数道明監修（医道の日本社）"
"F00613","K00128","漢方診療三十年：大塚敬節著，昭和34.6.1（創元社）"
"F00614","K00128","漢方診療の実際：大塚敬節・矢数道明・清水藤太郎共著，昭和33.2.15，第4版（南江堂）"
"F00615","K00128","一般用漢方処方の手引き：厚生省薬務局監修，日薬連漢方専門委員会編，平成14.10.1，第5版（じほう）；天然医薬資源学[第2版]：竹田忠紘・吉川孝文・高橋邦夫・斉藤和季，平成17.3.10，第4刷（廣川書店）"
"F00616","K00128","一般用漢方製剤承認基準：厚生労働省医薬食品局，平成20.10.1；改訂一般用漢方処方の手引き：日本公定書協会監修，日薬連漢方生薬製剤協会編，平成21.6.30，初版（じほう）"
"F00617","K00128","漢方方意ノート：千葉古方漢方研究会著，平成5.8.31（丸善）"
"F00618","K00129","漢方処方応用の実際：山田光胤著，昭和47.3.1，第3版（南山堂）；漢方医学：大塚敬節著，昭和43.8.20/新版漢方医学：大塚敬節著，昭和48.2.16（創元社）；症候による漢方治療の実際：大塚敬節著，昭和38.9.20，初版（南江堂）；経験漢方処方分量集：大塚敬節・矢数道明監修（医道の日本社）；漢方診療医典：大塚敬節・矢数道明・清水藤太郎共著，昭和44.1.15，第1版（南山堂）；漢方診療の実際：大塚敬節・矢数道明・清水藤太郎共著，昭和33.2.15，第4版（南江堂）；成人病の漢方療法：寺師睦宗著，昭和46.8.20（創元社）；明解漢方処方：西岡一夫・高橋真太郎共著，昭和41.7.10，第1版（浪速社）"
"F00619","K00129","改訂新版漢方処方集：龍野一雄編著，昭和49.6.25，改訂（中国漢方医学書刊行会）；漢方入門講座1，増補改訂漢方入門講座上・下巻：漢方入門講座1：龍野一雄著，昭和27.12.1（東京漢方杏林会編輯部），増補改訂漢方入門講座上・下巻：龍野一雄著 ，昭和49.3.20（中国漢方医学書刊行会）；臨床応用漢方処方解説：矢数道明著，昭和41.5.5，初版（創元社）；新撰類聚方：龍野一雄編，昭和34.10.1（漢方医学大系刊行会）"
"F00620","K00129","臨床30年漢方百話：昭和35.12.10，矢数道明著（医道の日本社）"
"F00621","K00129","漢方古方要方解説：奥田謙蔵著，平成3.8.20，第6版（医道の日本社）"
"F00622","K00129","漢方精撰百八方−その運用とかんどころ：相見三郎・石原明・伊藤清夫・大塚敬節・藤平健・矢数道明・山田光胤共著，昭和40.3.1初版（臨床漢方研究会）"
"F00623","K00129","一般用漢方処方の手引き：厚生省薬務局監修，日薬連漢方専門委員会編，平成14.10.1，第5版（じほう）；天然医薬資源学[第2版]：竹田忠紘・吉川孝文・高橋邦夫・斉藤和季，平成17.3.10，第4刷（廣川書店）"
"F00624","K00129","一般用漢方製剤承認基準：厚生労働省医薬食品局，平成20.10.1；改訂一般用漢方処方の手引き：日本公定書協会監修，日薬連漢方生薬製剤協会編，平成21.6.30，初版（じほう）"
"F00625","K00129","漢方方意ノート：千葉古方漢方研究会著，平成5.8.31（丸善）"
"F00629","K00130","一般用漢方処方の手引き：厚生省薬務局監修，日薬連漢方専門委員会編，平成14.10.1，第5版（じほう）；天然医薬資源学[第2版]：竹田忠紘・吉川孝文・高橋邦夫・斉藤和季，平成17.3.10，第4刷（廣川書店）"
"F00630","K00130","一般用漢方製剤承認基準：厚生労働省医薬食品局，平成20.10.1；改訂一般用漢方処方の手引き：日本公定書協会監修，日薬連漢方生薬製剤協会編，平成21.6.30，初版（じほう）"
"F00631","K00130","漢方方意ノート：千葉古方漢方研究会著，平成5.8.31（丸善）"
"F00626","K00130","続漢方あれこれ：大阪読売新聞社編（浪速社）；症候による漢方治療の実際：大塚敬節著，昭和38.9.20，初版（南江堂）；臨床応用漢方処方解説：矢数道明著，昭和41.5.5，初版（創元社）；漢方診療の実際：大塚敬節・矢数道明・清水藤太郎共著，昭和33.2.15，第4版（南江堂）；明解漢方処方：西岡一夫・高橋真太郎共著，昭和41.7.10，第1版（浪速社）"
"F00627","K00130","漢方医学：大塚敬節著，昭和43.8.20/新版漢方医学：大塚敬節著，昭和48.2.16（創元社）"
"F00628","K00130","漢方入門講座1，増補改訂漢方入門講座上・下巻：漢方入門講座1：龍野一雄著，昭和27.12.1（東京漢方杏林会編輯部），増補改訂漢方入門講座上・下巻：龍野一雄著 ，昭和49.3.20（中国漢方医学書刊行会）"
"F00632","K00132","漢方医学：大塚敬節著，昭和43.8.20/新版漢方医学：大塚敬節著，昭和48.2.16（創元社）；漢方後世要方解説：矢数道明著，昭和37.5.30（医道の日本社）；症候による漢方治療の実際：大塚敬節著，昭和38.9.20，初版（南江堂）；漢方診療の実際：大塚敬節・矢数道明・清水藤太郎共著，昭和33.2.15，第4版（南江堂）；一般用漢方処方の手引き：厚生省薬務局監修，日薬連漢方専門委員会編，平成14.10.1，第5版（じほう）；天然医薬資源学[第2版]：竹田忠紘・吉川孝文・高橋邦夫・斉藤和季，平成17.3.10，第4刷（廣川書店）"
"F00633","K00132","漢方入門講座1，増補改訂漢方入門講座上・下巻：漢方入門講座1：龍野一雄著，昭和27.12.1（東京漢方杏林会編輯部），増補改訂漢方入門講座上・下巻：龍野一雄著 ，昭和49.3.20（中国漢方医学書刊行会）"
"F00634","K00132","一般用漢方製剤承認基準：厚生労働省医薬食品局，平成20.10.1；改訂一般用漢方処方の手引き：日本公定書協会監修，日薬連漢方生薬製剤協会編，平成21.6.30，初版（じほう）"
"F00635","K00132","漢方方意ノート：千葉古方漢方研究会著，平成5.8.31（丸善）"
"F00636","K00133","漢方方意ノート：千葉古方漢方研究会著，平成5.8.31（丸善）"
"F00637","K00134","漢方処方応用の実際：山田光胤著，昭和47.3.1，第3版（南山堂）；漢方医学：大塚敬節著，昭和43.8.20/新版漢方医学：大塚敬節著，昭和48.2.16（創元社）；症候による漢方治療の実際：大塚敬節著，昭和38.9.20，初版（南江堂）；経験漢方処方分量集：大塚敬節・矢数道明監修（医道の日本社）；漢方診療医典：大塚敬節・矢数道明・清水藤太郎共著，昭和44.1.15，第1版（南山堂）；漢方診療の実際：大塚敬節・矢数道明・清水藤太郎共著，昭和33.2.15，第4版（南江堂）"
"F00638","K00134","臨床30年漢方百話：昭和35.12.10，矢数道明著（医道の日本社）"
"F00639","K00134","漢方後世要方解説：矢数道明著，昭和37.5.30（医道の日本社）"
"F00640","K00134","臨床応用漢方処方解説：矢数道明著，昭和41.5.5，初版（創元社）；漢方方意ノート：千葉古方漢方研究会著，平成5.8.31（丸善）"
"F00641","K00134","明解漢方処方：西岡一夫・高橋真太郎共著，昭和41.7.10，第1版（浪速社）；一般用漢方処方の手引き：厚生省薬務局監修，日薬連漢方専門委員会編，平成14.10.1，第5版（じほう）；天然医薬資源学[第2版]：竹田忠紘・吉川孝文・高橋邦夫・斉藤和季，平成17.3.10，第4刷（廣川書店）"
"F00642","K00134","一般用漢方製剤承認基準：厚生労働省医薬食品局，平成20.10.1；改訂一般用漢方処方の手引き：日本公定書協会監修，日薬連漢方生薬製剤協会編，平成21.6.30，初版（じほう）"
"F00643","K00135","漢方大医典：大塚敬節他著，昭和32.9，第1版（東都書房）"
"F00644","K00135","現代漢方入門：毎日新聞社編，昭和46.12.5（毎日新聞社）"
"F00645","K00135","経験漢方処方分量集：大塚敬節・矢数道明監修（医道の日本社）"
"F00646","K00135","漢方診療医典：大塚敬節・矢数道明・清水藤太郎共著，昭和44.1.15，第1版（南山堂）"
"F00647","K00135","漢方診療の実際：大塚敬節・矢数道明・清水藤太郎共著，昭和33.2.15，第4版（南江堂）"
"F00648","K00135","一般用漢方処方の手引き：厚生省薬務局監修，日薬連漢方専門委員会編，平成14.10.1，第5版（じほう）；天然医薬資源学[第2版]：竹田忠紘・吉川孝文・高橋邦夫・斉藤和季，平成17.3.10，第4刷（廣川書店）"
"F00649","K00135","一般用漢方製剤承認基準：厚生労働省医薬食品局，平成20.10.1；改訂一般用漢方処方の手引き：日本公定書協会監修，日薬連漢方生薬製剤協会編，平成21.6.30，初版（じほう）"
"F00650","K00135","漢方方意ノート：千葉古方漢方研究会著，平成5.8.31（丸善）"
"F00651","K00136","漢方方意ノート：千葉古方漢方研究会著，平成5.8.31（丸善）"
"F00652","K00137","漢方方意ノート：千葉古方漢方研究会著，平成5.8.31（丸善）"
"F00654","K00138","続漢方あれこれ：大阪読売新聞社編（浪速社）；経験漢方処方分量集：大塚敬節・矢数道明監修（医道の日本社）；漢方診療医典：大塚敬節・矢数道明・清水藤太郎共著，昭和44.1.15，第1版（南山堂）"
"F00655","K00138","漢方診療の実際：大塚敬節・矢数道明・清水藤太郎共著，昭和33.2.15，第4版（南江堂）"
"F00656","K00138","明解漢方処方：西岡一夫・高橋真太郎共著，昭和41.7.10，第1版（浪速社）"
"F00657","K00138","一般用漢方処方の手引き：厚生省薬務局監修，日薬連漢方専門委員会編，平成14.10.1，第5版（じほう）"
"F00658","K00138","一般用漢方製剤承認基準：厚生労働省医薬食品局，平成20.10.1；天然医薬資源学[第2版]：竹田忠紘・吉川孝文・高橋邦夫・斉藤和季，平成17.3.10，第4刷（廣川書店）；改訂一般用漢方処方の手引き：日本公定書協会監修，日薬連漢方生薬製剤協会編，平成21.6.30，初版（じほう）"
"F00659","K00138","漢方方意ノート：千葉古方漢方研究会著，平成5.8.31（丸善）"
"F00653","K00138","漢方処方応用の実際：山田光胤著，昭和47.3.1，第3版（南山堂）"
"F00660","K00139","漢方方意ノート：千葉古方漢方研究会著，平成5.8.31（丸善）"
"F00661","K00140","漢方処方応用の実際：山田光胤著，昭和47.3.1，第3版（南山堂）；漢方診療医典：大塚敬節・矢数道明・清水藤太郎共著，昭和44.1.15，第1版（南山堂）；漢方診療の実際：大塚敬節・矢数道明・清水藤太郎共著，昭和33.2.15，第4版（南江堂）；明解漢方処方：西岡一夫・高橋真太郎共著，昭和41.7.10，第1版（浪速社）"
"F00662","K00140","改訂新版漢方処方集：龍野一雄編著，昭和49.6.25，改訂（中国漢方医学書刊行会）"
"F00663","K00140","漢方医学：大塚敬節著，昭和43.8.20/新版漢方医学：大塚敬節著，昭和48.2.16（創元社）；症候による漢方治療の実際：大塚敬節著，昭和38.9.20，初版（南江堂）"
