"_id","idherbsmed","name","nameloc1","nameloc2","efficacy","efficacyloc","ref","idclass","idcompany","idtype","img"
"1841","J01841","Pegel Linu","","","Eliminate fatigue, aching rheumatic pain, pain in muscles and bones throughout the body after work, exercise or to travel long distances, healthful and refreshing body.","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c369","2",""
"1842","J01842","Samara","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c369","2",""
"1843","J01843","Selokarang","","","Relieves headaches, coughs, colds, and sore throat.","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c369","2",""
"1844","J01844","Seret Wangi","","","Helps reduce excessive mucus and the smell of female organs.","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","6","c369","2",""
"1845","J01845","Sirih Wanita","","","Helps reduce excessive mucus and the smell of female organs.","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","6","c369","2",""
"1846","J01846","Tashiha","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c370","2",""
"1847","J01847","Delima Putih","","","Preventing and treating leucorrhoea, reducing excess mucus and remove the smell of the less savory","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","6","c371","2",""
"1848","J01848","Galian Singset","","","Reduce excess fat in the body, so that the body becomes lean, singset and youthful look.","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c371","2",""
"1849","J01849","Lelaki Perkasa","","","Accelerate blood circulation and make the body healthy, fresh and strong.","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","11","c371","2",""
"1850","J01850","Rapat","","","Helps reduce excessive mucus and the smell of female organs.","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","6","c371","2",""
"1851","J01851","Sehat Perkasa","","","Accelerate blood circulation and make the body healthy, fresh and strong.","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c371","2",""
"1852","J01852","Batuk","","","Cure cough","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c372","2",""
"1853","J01853","Delima Putih","","","Preventing and treating leucorrhoea, reducing excess mucus and remove the smell of the less savory","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c372","2",""
"1854","J01854","Keluas Angin","","","Treating cold","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","15","c372","2",""
"1855","J01855","Klingsir","","","Klingsir help treat diseases with symptoms; waist pain, cold sweat and urine is not smooth.","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","17","c372","2",""
"1856","J01856","Mejen","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c372","2",""
"1857","J01857","Nafsu Makan","","","Increase appetite","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","3","c372","2",""
"1858","J01858","Pegel Linu","","","Eliminate fatigue, aching rheumatic pain, pain in muscles and bones throughout the body after work, exercise or to travel long distances, healthful and refreshing body.","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c372","2",""
"1859","J01859","Sakit Pinggang","","","Preventing and treating back pain, such as stiff, sore and painful. Smooth urination","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c372","2",""
"1860","J01860","Sambetan","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c372","2",""
"1861","J01861","Sariawan","","","Cure ulcers with signs of: gums, tongue, lips and throat hurt and pain caused by heartburn.","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c372","2",""
"1862","J01862","Sariawan Usus","","","Relieve abdominal pain, heartburn, bloating, feeling sebah for unhealthy food, defecate and rectal mucus is hot, also to strengthen the intestinal lining, and digestion.","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","3","c372","2",""
"1863","J01863","Sehat Lambung","","","Cure ulcers with signs of: gums, tongue, lips and throat hurt and pain caused by heartburn.","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","3","c372","2",""
"1864","J01864","Sehat Wanita","","","To maintain good health so as not lethargic, weak, tired or susceptible to disease, so it is always healthy and fresh.","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c372","2",""
"1865","J01865","Tujuh Angin","","","Treating cold","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c372","2",""
"1866","J01866","Batuk","","","Cure cough","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c373","2",""
"1867","J01867","Berodun","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c373","2",""
"1868","J01868","Dargi","","","For high blood pressure","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","8","c373","2",""
"1869","J01869","Delima Putih","","","Preventing and treating leucorrhoea, reducing excess mucus and remove the smell of the less savory","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c373","2",""
"1870","J01870","Gadung Klingsir","","","Eliminate aches pains, sore joints and are weary with fatigue and increase appetite","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c373","2",""
"1871","J01871","Galian Putri","","","Especially for teenage girls, to form a slim body, singset and attractive, making the face more radiant light, fresh, bright and forever young.","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c373","2",""
"1872","J01872","Galian Rapet","","","Pressed and reduce mucus of womanhood, prevent leucorrhoea. Sexual arousal improve and refresh the body.","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c373","2",""
"1873","J01873","Galian Singset","","","Reduce excess fat in the body, so that the body becomes lean, singset and youthful look.","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c373","2",""
"1874","J01874","Hamil Muda","","","For pregnancy during pregnancy 4 to 7 months, health care, strengthen the womb, reducing feelings of nausea (Nan) about to throw up and strengthen the body.","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","6","c373","2",""
"1875","J01875","Hamil Tua","","","For women during pregnancy up to 5 months before the birth. Strengthen the body and the womb, remove the sluggish tired, so that health care gain strength in the face of birth.","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","6","c373","2",""
"1876","J01876","Jamu Batusim","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c373","2",""
"1877","J01877","Jamu Kerig Enom","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c373","2",""
"1878","J01878","Jamu Kerig Tua","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c373","2",""
"1879","J01879","Jamu Parem","","","Useful to the mother after giving birth to reproduce, and purify milk, so the baby will grow up healthy, fresh and plump","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c373","2",""
"1880","J01880","Jamu Sangkepan","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c373","2",""
"1881","J01881","Jamu Serbuk Akas Jantung","","","For healthy heart","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","8","c373","2",""
"1882","J01882","Jamu Serbuk Lancar ASI","","","Helps on smoothing mother's milk. Help on maintaining healthy of breast feeding mother.","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","6","c373","2",""
"1883","J01883","Jamu Tujuh Hari","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c373","2",""
"1884","J01884","Jamu Wejah","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c373","2",""
"1885","J01885","Kalam","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c373","2",""
"1886","J01886","Kurang darah","","","Help to relieve lack of blood symptoms like headache.","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","1","c373","2",""
"1887","J01887","Parem Beras Kencur","","","Useful for maintaining health and add strength to the weak body, less blood and loss of appetite.","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","1","c373","2",""
"1888","J01888","Parem Dadah Sawanan","","","Treat and prevent diseases caused by seizures in infants and small children such as boils, itch, flatulence. For babies who are breast-feeding, Herbal Sawan mother was drunk.","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","3","c373","2",""
"1889","J01889","Pegel Linu (Untuk Pria)","","","Eliminate fatigue, aching rheumatic pain, pain in muscles and bones throughout the body after work, exercise or to travel long distances, healthful and refreshing body.","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","11","c373","2",""
"1890","J01890","Pegel Linu Untuk Wanita","","","Eliminate fatigue, aching rheumatic pain, pain in muscles and bones throughout the body after work, exercise or to travel long distances, healthful and refreshing body.","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","11","c373","2",""
"1891","J01891","PENENANG","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","18","c373","2",""
"1892","J01892","Pilis Singgul Enom","","","Calming the mind","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","18","c373","2",""
"1893","J01893","Sambetan Sari","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c373","2",""
"1894","J01894","Sari Asih","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c373","2",""
"1895","J01895","Sariawan Mulut","","","Cure ulcers with signs of: gums, tongue, lips and throat hurt and pain caused by heartburn.","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c373","2",""
"1896","J01896","Seger rahim","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c373","2",""
"1897","J01897","Sipurate","","","Relieve pain and aching pains in the joints and arthritis due to excess uric acid in the blood.","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","1","c373","2",""
"1898","J01898","Teroldun","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c373","2",""
"1899","J01899","Ulu Hati","","","Treating pain in uluhati (stomach ulcer) with the symptoms: after eating uluhati felt pain, nausea, and sometimes sour dimulut, uluhati as depressed.","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c373","2",""
"1900","J01900","Minyak Gosok san Hong","","","Relieve colds, flatulence","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","15","c374","2",""
"1901","J01901","Daun Sonchus Arvensis L (Tempuyung)","","","Destroy kidney stone","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","17","c375","2",""
"1902","J01902","Jamu Panacis Quinquefolii (Meiko Yang Sen)","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c376","2",""
"1903","J01903","Jamu Sehat Wanita (Lak Poi Jensen)","","","To maintain good health so as not lethargic, weak, tired or susceptible to disease, so it is always healthy and fresh.","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","11","c376","2",""
"1904","J01904","Sehat Pria (Lak Poh Yangsen)","","","To maintain health and protect the body from disease for men who are always keen to work.","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","11","c376","2",""
"1905","J01905","Jamuku","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c377","2",""
"1906","J01906","Minyak Kayu Putih Tonni care","","","Nasal congestion, colds, stomach pain, nausea, vomiting, insect bites, itch","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c377","2",""
"1907","J01907","Tecinis (Xiao Ke Cha)","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c377","2",""
"1908","J01908","Tesingyu (Mei Ya)","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c377","2",""
"1909","J01909","Tricobes (Tung Shueh Tea)","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c377","2",""
"1910","J01910","Minyak Kayu Putih Anak Sakti","","","Nasal congestion, colds, stomach pain, nausea, vomiting, insect bites, itch","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c378","2",""
"1911","J01911","Minyak Telon Anak Sakti","","","Eliminate the symptoms of colic and bloating for baby","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","3","c378","2",""
"1912","J01912","Amoro wangi","","","Helps reduce excessive mucus and the smell of female organs.","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","6","c379","2",""
"1913","J01913","Bunga Berawan","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c379","2",""
"1914","J01914","DIAPING","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c379","2",""
"1915","J01915","Kemayang","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c379","2",""
"1916","J01916","Masker Bengkoang","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c379","2",""
"1917","J01917","Sabrina","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c379","2",""
"1918","J01918","SARWO SRI","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c379","2",""
