"idcrude","sname","name_en","name_loc1","name_loc2","gname","position","effect","effect_loc","comment","ref"
"S00435","Fritillaria thunbergii Bulbus","Zhe Bei Mu","Thunberg Fritillary","","Fritillaria thunbergii Miq.","Bulb","Cough caused by wind-heat, dryness-heat or phlegm-heat; lung abscess; mastitis; scrofula; depresson.","","-","www.fzrm.com/herbal%20medicine/Chinese%20traditional%20medicine%20extracts.htm"
"S00436","Galla halepensis Fructus","-","Majaan","","Galla halepensis","Fruit","Cure leucorrhoea, tightens the uterus, and other female problems","","-","http://www.obatalami.org/kapsul-majaan-p-499.html"
"S00437","Galla halepensis Semen","-","Majaan","","Galla halepensis","Seed","Cure leucorrhoea, tightens the uterus, and other female problems","","-","http://www.obatalami.org/kapsul-majaan-p-499.html"
"S00438","Galla lusitania Fructus","-","Majaan","","Galla lusitania","Fruit","Cure leucorrhoea, tightens the uterus, and other female problems","","-","http://www.obatalami.org/kapsul-majaan-p-499.html"
"S00439","Galla lusitania Semen","-","Majaan","","Galla lusitania","Seed","Cure leucorrhoea, tightens the uterus, and other female problems","","-","http://www.obatalami.org/kapsul-majaan-p-499.html"
"S00440","Ganoderma lucidum Herba","Reishi","Jamur Kayu","","Ganoderma lucidum (Leyss.ex Fr.) Karst","Herb","Prevent cirrhosis of the liver and also fatty liver, treating yeast infections and bronchitis, fighting cancer, fight fibroids or uterine myomas, high blood pressure, high cholesterol levels, fight stress, reduce physical pain.","","-","www.herbs2000.com"
"S00441","Garcinia atroviridis Fructus","-","Asam Gelugur","","Garcinia atroviridis","Fruit","High blood pressure, cholesterol, antibacterial","","-","http://www.maxx.my/story.php?title=asam-gelugur---cuci-peranakan"
"S00442","Garcinia cambogia Fructus","Malabar Tamarind","Garcinia","","Garcinia cambogia","Fruit","Constipation (f; WOI); Dyspepsia (f; WOI); High Cholesterol (1; FNF); High Triglycerides (1; FNF); Obesity (1; FNF); Rheumatism (f; WOI); Stomatosis (f; WOI).","","-","Handbook of Herbal Medicine"
"S00443","Garcinia mangostana Folium","Mangosteen","Manggis","","Garcinia mangostana L.","Leaf","Roots: dysentery drug.","","-","Center Of Research And Development Of Plant Medicines And Traditional Medicine"
"S00444","Garcinia mangostana Pericarpium","Mangosteen","Manggis","","Garcinia mangostana L.","Rind","Roots: dysentery drug.","","-","Center Of Research And Development Of Plant Medicines And Traditional Medicine"
"S00445","Garcinia mangostana Radix","Mangosteen","Manggis","","Garcinia mangostana L.","Root","Roots: dysentery drug.","","-","Center Of Research And Development Of Plant Medicines And Traditional Medicine"
"S00446","Gardenia augusta Fructus","Gardenia, Cape Jasmine","Kaca Piring","","Gardenia augusta Merr.","Fruit","Leaf: sprue, fever, shortness of breath, high blood pressure.","","-","Center Of Research And Development Of Plant Medicines And Traditional Medicine"
"S00447","Gardenia augusta Herba","Gardenia, Cape Jasmine","Kaca Piring","","Gardenia augusta Merr.","Herb","Leaf: sprue, fever, shortness of breath, high blood pressure.","","-","Center Of Research And Development Of Plant Medicines And Traditional Medicine"
"S00448","Gardenia Jasminoides Flos","Gardenia, Cape Jasmine","Kaca Piring","","Gardenia Jasminoides Ellis","Flower","Leaf: sprue, fever, shortness of breath, high blood pressure.","","-","Center Of Research And Development Of Plant Medicines And Traditional Medicine"
"S00449","Gardenia Jasminoides Fructus","Gardenia, Cape Jasmine","Kaca Piring","","Gardenia Jasminoides Ellis","Fruit","Leaf: sprue, fever, shortness of breath, high blood pressure.","","-","Center Of Research And Development Of Plant Medicines And Traditional Medicine"
"S00450","Gastrochilus panduratum Rhizoma","-","Temu Kunci","","Gastrochilus panduratum (Roxb.) Rild.","Rhizome","Rhizome: reproduce asi, body refresher childbirth. Leaf: sprue.","","-","Center Of Research And Development Of Plant Medicines And Traditional Medicine"
"S00451","Gastrodia elata Cortex","Tien Ma","Gastrodia","","Gastrodia elata Bl.","Bark","Headache, dizziness and numbness of the limbs; infantile convulsion; epilepsy; tetanus.","","-","www.fzrm.com/herbal%20medicine/Chinese%20traditional%20medicine%20extracts.htm"
"S00452","Gastrodia elata Rhizoma","Tien Ma","Gastrodia","","Gastrodia elata Bl.","Rhizome","Headache, dizziness and numbness of the limbs; infantile convulsion; epilepsy; tetanus.","","-","www.fzrm.com/herbal%20medicine/Chinese%20traditional%20medicine%20extracts.htm"
"S00453","Gaultheria fragrantissima Folium","Fragrant Wintergreen","Gandapura","","Gaultheria fragrantissima Auct. Non Wall.","Leaf","Leaf oil: cold medicine.","","-","Center Of Research And Development Of Plant Medicines And Traditional Medicine"
"S00454","Gaultheria fragrantissima Oleum","Fragrant Wintergreen","Gandapura","","Gaultheria fragrantissima Auct. Non Wall.","Oil","Leaf oil: cold medicine.","","-","Center Of Research And Development Of Plant Medicines And Traditional Medicine"
"S00455","Gaultheria leucocarpa Oleum","Fragrant Wintergreen","Gandapura","","Gaultheria leucocarpa","Oil","Leaf oil: cold medicine.","","-","Center Of Research And Development Of Plant Medicines And Traditional Medicine"
"S00456","Gaultheria punctata Oleum","Fragrant Wintergreen","Gandapura","","Gaultheria punctata","Oil","Leaf oil: cold medicine.","","-","Center Of Research And Development Of Plant Medicines And Traditional Medicine"
"S00457","Gelidium cartilagineum Herba","Agar","Rumput Laut","","Gelidium cartilagineum","Herb","Anticancer, antioxidant, prevents cardiovascular, fiber.","","-","http://www.iptek.net.id/ind/pd_alga/"
"S00458","Gelidium latifolium Thallus","Agar","Rumput Laut","","Gelidium latifolium","Thallus","Anticancer, antioxidant, prevents cardiovascular, fiber.","","-","http://www.iptek.net.id/ind/pd_alga/"
"S00459","Gentiana lutea Radix","Gentian","Yellow Gentian","","Gentiana lutea","Root","Excess abdominal gas, persistent indigestion, poor appetite, stimulatory effect on the gallbladder and liver, anemia such as during a heavy and excessive menstrual bleeding.","","-","www.herbs2000.com"
"S00460","Gentiana macrophylla Radix","Qin Jiao","Largeleaf Gentian","","Gentiana macrophylla Pall.","Root","Rheumatic or rheumatoid arthritis with muscular contracture and sever joint pain; fever recurring daily in the afternoon, fever in infants with malnutrition.","","-","www.fzrm.com/herbal%20medicine/Chinese%20traditional%20medicine%20extracts.htm"
"S00461","Gentiana scabra Radix","Long Dan Cao","Chinese Gentian","","Gentiana scabra Bge.","Root","Jaundice caused by damp-heat; swelling and itching of the vulva with excessive leukorrhea; prolonged erection of the penis with spontaneous emission; eczema accompanied by itching; blood-shot eyes; impairment of hearing, pain in the costal regions and bitter taste in the mouth; convulsion.","","-","www.fzrm.com/herbal%20medicine/Chinese%20traditional%20medicine%20extracts.htm"
"S00462","Ginkgo biloba Folium","Ginkgo, Maidenhair Tree","Ginkgo biloba","","Ginkgo biloba","Leaf","Persistent cough and asthma with profuse expectoration; morbid leukorrhea with whitish discharge; enuresis, frequent urination.","","-","www.fzrm.com/herbal%20medicine/Chinese%20traditional%20medicine%20extracts.htm"
"S00463","Ginkgo biloba Semen","Ginkgo, Maidenhair Tree","Ginkgo biloba","","Ginkgo biloba","Seed","Persistent cough and asthma with profuse expectoration; morbid leukorrhea with whitish discharge; enuresis, frequent urination.","","-","www.fzrm.com/herbal%20medicine/Chinese%20traditional%20medicine%20extracts.htm"
"S00464","Gleditsia sinensis Herba","Honey Locust","Chinese Honeylocust Spine","","Gleditsia sinensis Lam.","Herb","Caruncle and boil at the early stage or formation of abscess difficult to burst; external use for scabies and leprosy.","","-","www.fzrm.com/herbal%20medicine/Chinese%20traditional%20medicine%20extracts.htm"
"S00465","Glochidion rubrum Folium","-","Dempul Lelet","","Glochidion rubrum Bl.","Leaf","Leaf: dysentery drug, cough medicine, childbed fever.","","-","Center Of Research And Development Of Plant Medicines And Traditional Medicine"
"S00466","Glycine max Semen","Soybean","Kedelei","","Glycine max (L.) Merr.","Seed","Seed: lowering high blood pressure.","","-","Center Of Research And Development Of Plant Medicines And Traditional Medicine"
"S00467","Glycyrrhiza glabra Cortex","Licorice","Akar manis","","Glycyrrhiza glabra L.","Bark","Weakness of the spleen and the stomach marked by lassitude and weakness; cardiac palpitation and shortness of breath; cough with much phlegm; spasmodic pain in the epigastrium, abdomen and limbs; carbuncles and sores, It is often used for reducing the toxic or drastic actions of other drugs.","","-","www.fzrm.com/herbal%20medicine/Chinese%20traditional%20medicine%20extracts.htm"
"S00468","Glycyrrhiza glabra Lignum","Licorice","Akar manis","","Glycyrrhiza glabra L.","Wood","Weakness of the spleen and the stomach marked by lassitude and weakness; cardiac palpitation and shortness of breath; cough with much phlegm; spasmodic pain in the epigastrium, abdomen and limbs; carbuncles and sores, It is often used for reducing the toxic or drastic actions of other drugs.","","-","www.fzrm.com/herbal%20medicine/Chinese%20traditional%20medicine%20extracts.htm"
"S00469","Glycyrrhiza glabra Oleum","Licorice","Akar manis","","Glycyrrhiza glabra L.","Oil","Weakness of the spleen and the stomach marked by lassitude and weakness; cardiac palpitation and shortness of breath; cough with much phlegm; spasmodic pain in the epigastrium, abdomen and limbs; carbuncles and sores, It is often used for reducing the toxic or drastic actions of other drugs.","","-","www.fzrm.com/herbal%20medicine/Chinese%20traditional%20medicine%20extracts.htm"
"S00470","Glycyrrhiza glabra Radix","Licorice","Akar manis","","Glycyrrhiza glabra L.","Root","Weakness of the spleen and the stomach marked by lassitude and weakness; cardiac palpitation and shortness of breath; cough with much phlegm; spasmodic pain in the epigastrium, abdomen and limbs; carbuncles and sores, It is often used for reducing the toxic or drastic actions of other drugs.","","-","www.fzrm.com/herbal%20medicine/Chinese%20traditional%20medicine%20extracts.htm"
"S00471","Glycyrrhiza glabra Rhizoma","Licorice","Akar manis","","Glycyrrhiza glabra L.","Rhizome","Weakness of the spleen and the stomach marked by lassitude and weakness; cardiac palpitation and shortness of breath; cough with much phlegm; spasmodic pain in the epigastrium, abdomen and limbs; carbuncles and sores, It is often used for reducing the toxic or drastic actions of other drugs.","","-","www.fzrm.com/herbal%20medicine/Chinese%20traditional%20medicine%20extracts.htm"
"S00472","Glycyrrhiza uralensis Radix","Licorice","Akar manis","","Glycyrrhiza uralensis Fisch","Root","Weakness of the spleen and the stomach marked by lassitude and weakness; cardiac palpitation and shortness of breath; cough with much phlegm; spasmodic pain in the epigastrium, abdomen and limbs; carbuncles and sores, It is often used for reducing the toxic or drastic actions of other drugs.","","-","www.fzrm.com/herbal%20medicine/Chinese%20traditional%20medicine%20extracts.htm"
"S00473","Gonystylus bancanus Lignum","-","Ramin","","Gonystylus bancanus (Miq.) Kurz.","Wood","-","","-","-"
"S00474","Gossypium arboreum Fructus","Sea Island Cotton, Upland Cotton","Kapas","","Gossypium arboreum L.","Fruit","Fresh young fruit: diarrhea medicine. Leaf: colitis drug. Seed: ear inflammatory drugs.","","-","Center Of Research And Development Of Plant Medicines And Traditional Medicine"
"S00475","Gracilaria converfoides Thallus","Agar","Rumput Laut","","Gracilaria converfoides L.","Thallus","Anticancer, antioxidant, prevents cardiovascular, fiber.","","-","http://www.iptek.net.id/ind/pd_alga/"
"S00476","Graptophyllum pictum Folium","-","Daun Ungu","","Graptophyllum pictum Griff","Leaf","Leaf: hemorrhoid medicine.","","-","Center Of Research And Development Of Plant Medicines And Traditional Medicine"
"S00477","Graptophyllum pictum Herba","-","Daun Ungu","","Graptophyllum pictum Griff","Herb","Leaf: hemorrhoid medicine.","","-","Center Of Research And Development Of Plant Medicines And Traditional Medicine"
"S00478","Grewia salutaris Cortex","-","Kayu Timur","","Grewia salutaris","Bark","Dysentery, intestinal bleeding, ulcers, inflammation of the lining of the eye, bruising, swelling, childbirth, gonorrhea","","-","431 Jenis Tanaman Obat"
"S00479","Griffonia simplicifolia Semen","-","Griffonia","","Griffonia simplicifolia II","Seed","-","","-","-"
"S00480","Grifola frondosa Herba","Maitake","Grifola frondosa","","Grifola frondosa","Herb","Fight the formation and growth of tumors, liver-protectant, lower blood pressure, lower blood-glucose levels.","","-","www.herbs2000.com"
"S00481","Grindelia camporum Folium","Wild Sunflower","Grindelia","","Grindelia camporum Greene","Leaf","Leaves and stems: cough medicine.","","-","Center Of Research And Development Of Plant Medicines And Traditional Medicine"
"S00482","Guazuma tomentosa Folium","Bastard Cedar","Jati Belanda","","Guazuma tomentosa Kunth.","Leaf","Leaf: slimming. Seed: diarrhea medicine.","","-","Center Of Research And Development Of Plant Medicines And Traditional Medicine"
"S00483","Guazuma ulmifolia Folium","Bastard Cedar","Jati Belanda","","Guazuma ulmifolia Lamk.","Leaf","Leaf: slimming. Seed: diarrhea medicine.","","-","Center Of Research And Development Of Plant Medicines And Traditional Medicine"
"S00484","Guazuma ulmifolia Fructus","Bastard Cedar","Jati Belanda","","Guazuma ulmifolia Lamk.","Fruit","Leaf: slimming. Seed: diarrhea medicine.","","-","Center Of Research And Development Of Plant Medicines And Traditional Medicine"
"S00485","Guazuma ulmifolia Rhizoma","Bastard Cedar","Jati Belanda","","Guazuma ulmifolia Lamk.","Rhizome","Leaf: slimming. Seed: diarrhea medicine.","","-","Center Of Research And Development Of Plant Medicines And Traditional Medicine"
"S00486","Gunnera macrophylla Flos","-","Sukmodiluwih","","Gunnera macrophylla Bl.","Flower","-","","-","-"
"S00487","Gunnera macrophylla Fructus","-","Sukmodiluwih","","Gunnera macrophylla Bl.","Fruit","-","","-","-"
"S00488","Gunnera macrophylla Lignum","-","Sukmodiluwih","","Gunnera macrophylla Bl.","Wood","-","","-","-"
"S00489","Gymnema Sylvestre Folium","Gymnema","Gymnema","","Gymnema sylvestre","Leaf","Adenopathy (f; KAP); Asthma (f; KAB); Biliousness (f; KAB; WOI); Bite (f; DEP); Boil (f; UPW; WBB); Bronchosis (f; KAB); Cardiopathy (f; KAB); Conjunctivosis (f; KAB; WOI); Constipation (f; WBB; WOI); Cornea (f; KAB); Cough (f; KAP; WOI); Diabetes (2; KAB; KEB; SKY; WBB); Dysuria (f; KAB); Epilepsy (f; UPW); Fever (f; KAB; KAP; MPI); Furunculosis (f; KAB; WOI); Glycosuria (1; KAB; SKJ; WBB); Hemorrhoid (f; KAB); High Cholesterol (1; KEB; SKY); IDDM (2; KEB); Inflammation (f; KAB); Leukoderma (f; KAB); NIDDM (2; KEB); Obesity (1; APA; KEB); Opacities (f; KAB); Ophthalmia (f; KAB); Pain (f; UPW); Paraguesia (f; HHB; WOI); Side Ache (f; UPW); Snakebite (1; DEP; HHB; SKJ; WBB); Stomachache (1; SKJ); Syndrome X (1; SYN); Water Retention (1; KAP; MPI; WBB; WOI); Worm (f; KAB).","","-","Handbook of Herbal Medicine"
